ensembl_gene_id	external_gene_name	entrezgene_id
ENSG00000261460		
ENSG00000284954		100507547
ENSG00000140488	CELF6	60677
ENSG00000164116	GUCY1A1	2982
ENSG00000221988	PPT2	9374
ENSG00000123453	SARDH	1757
ENSG00000260482		
ENSG00000183117	CSMD1	64478
ENSG00000204121	ECEL1P1	
ENSG00000166851	PLK1	5347
ENSG00000237087		
ENSG00000223788	DIS3L2P1	
ENSG00000163295	ALPI	248
ENSG00000100453	GZMB	3002
ENSG00000171551	ECEL1	9427
ENSG00000076770	MBNL3	55796
ENSG00000268731		
ENSG00000260729		
ENSG00000213976		
ENSG00000196268	ZNF493	284443
ENSG00000243007	RPL12P35	
ENSG00000179361	ARID3B	10620
ENSG00000263883	EEF1DP7	
ENSG00000255949	RPS6KB2-AS1	
ENSG00000213402	PTPRCAP	5790
ENSG00000054654	SYNE2	23224
ENSG00000136490	LIMD2	80774
ENSG00000172725	CORO1B	57175
ENSG00000269237		
ENSG00000275527		
ENSG00000260919		
ENSG00000268658	LINC00664	400680
ENSG00000252931	RNU6-231P	
ENSG00000264406	MIR548AP	100847084
ENSG00000259608		
ENSG00000260477	LINC01584	101929701
ENSG00000268705	BNIP3P26	
ENSG00000090659	CD209	30835
ENSG00000222178	RNA5SP181	
ENSG00000242292		
ENSG00000185220	PGBD2	267002
ENSG00000274441		
ENSG00000272103		
ENSG00000285967	NIPBL-DT	646719
ENSG00000226003	PPIAP37	
ENSG00000230813		
ENSG00000226862		
ENSG00000252964	RNA5SP400	
ENSG00000236101	RAC1P7	
ENSG00000249850	KRT18P31	
ENSG00000261077		
ENSG00000248462	NENFP3	
ENSG00000279369		
ENSG00000200206		
ENSG00000206734	Y_RNA	
ENSG00000243744		
ENSG00000260125	AGBL1-AS1	727915
ENSG00000162769	FLVCR1	28982
ENSG00000251423		
ENSG00000259734		
ENSG00000183876	ARSI	340075
ENSG00000108424	KPNB1	3837
ENSG00000259636		105370954
ENSG00000259620		102724452
ENSG00000273540	AGBL1	123624
ENSG00000070814	TCOF1	6949
ENSG00000106536	POU6F2	11281
ENSG00000261266		
ENSG00000278912		
ENSG00000206053	JPT2	90861
ENSG00000237412	PRSS56	646960
ENSG00000133065	SLC41A1	254428
ENSG00000258388	PPT2-EGFL8	
ENSG00000175514	GPR152	390212
ENSG00000250174	MYLK-AS2	100873940
ENSG00000273123		
ENSG00000207002		
ENSG00000128872	TMOD2	29767
ENSG00000266383	MIR5002	100847021
ENSG00000172663	TMEM134	80194
ENSG00000240622	RPL7P15	
ENSG00000135902	CHRND	1144
ENSG00000075785	RAB7A	7879
ENSG00000272166		
ENSG00000275227		
ENSG00000271321	CTAGE6	340307
ENSG00000283971	MIR4442	100616477
ENSG00000238225	CRIP1P2	
ENSG00000275400		
ENSG00000232491	SAPCD2P3	
ENSG00000177418		
ENSG00000225573	RPL35P5	
ENSG00000284461		
ENSG00000241404	EGFL8	80864
ENSG00000271064		
ENSG00000232546		
ENSG00000278684		
ENSG00000236775		
ENSG00000151092	NGLY1	55768
ENSG00000230295	GTF2IP23	
ENSG00000212568	RNU6-1254P	
ENSG00000273142	LINC02604	
ENSG00000179131		
ENSG00000042781	USH2A	7399
ENSG00000274135	Metazoa_SRP	
ENSG00000106560	GIMAP2	26157
ENSG00000148337	CIZ1	25792
ENSG00000148672	GLUD1	2746
ENSG00000213203	GIMAP1	170575
ENSG00000260007		
ENSG00000281887	GIMAP1-GIMAP5	100527949
ENSG00000162236	STX5	6811
ENSG00000177590	GIMAP3P	
ENSG00000241134	BET1P1	
ENSG00000106565	TMEM176B	28959
ENSG00000128973	CLN6	54982
ENSG00000196811	CHRNG	1146
ENSG00000278987		
ENSG00000275092		
ENSG00000265820	MIR3177	100423012
ENSG00000261207		
ENSG00000243445		
ENSG00000015285	WAS	7454
ENSG00000238098	ABCA17P	650655
ENSG00000162063	CCNF	899
ENSG00000083896	YTHDC1	91746
ENSG00000204310	AGPAT1	10554
ENSG00000271179		
ENSG00000225594		
ENSG00000227745		
ENSG00000239108	RNU6-1132P	
ENSG00000202174	RNA5-8SP5	
ENSG00000221288	MIR663B	100313824
ENSG00000233786	CDC27P1	
ENSG00000230803		
ENSG00000230992	FAM201B	
ENSG00000252705	RNU6-175P	
ENSG00000232349	YBX1P7	
ENSG00000143952	VPS54	51542
ENSG00000160949	TONSL	4796
ENSG00000279587		
ENSG00000200291	Y_RNA	
ENSG00000237458	TUBB4BP3	
ENSG00000234524	RPL12P43	
ENSG00000224539	SAGE4P	
ENSG00000277486	SAGE3P	
ENSG00000198022	SAGE2P	
ENSG00000274601		
ENSG00000268940	CT45A1	541466
ENSG00000002933	TMEM176A	55365
ENSG00000285970		
ENSG00000283180	MIR6767	102465459
ENSG00000260095		
ENSG00000264558		
ENSG00000260874		105371050
ENSG00000073861	TBX21	30009
ENSG00000162062	TEDC2	80178
ENSG00000233861	MGAT2P1	
ENSG00000228836	CT45A5	441521
ENSG00000156466	GDF6	392255
ENSG00000006025	OSBPL7	114881
ENSG00000241852	C8orf58	541565
ENSG00000130234	ACE2	59272
ENSG00000254642	COX6CP5	
ENSG00000255420	CASC23	103581031
ENSG00000260602	HMGN2P40	
ENSG00000260657		
ENSG00000228079		
ENSG00000166402	TUB	7275
ENSG00000252117	RNU6-1108P	
ENSG00000197329	PELI1	57162
ENSG00000252475	RNU6-1332P	
ENSG00000252288	RNU6-966P	
ENSG00000212550	RNU1-78P	
ENSG00000259742		
ENSG00000061918	GUCY1B1	2983
ENSG00000259231		
ENSG00000167014	TERB2	145645
ENSG00000235945		
ENSG00000068354	TBC1D25	4943
ENSG00000104883	PEX11G	92960
ENSG00000234754	LINC02817	400804
ENSG00000252115	Y_RNA	
ENSG00000222150	RNA5SP239	
ENSG00000227199	ST7-AS1	93653
ENSG00000275359		
ENSG00000277583		
ENSG00000214188	ST7-OT4	338069
ENSG00000233084	RPL23AP25	
ENSG00000227815		
ENSG00000287046		
ENSG00000223774		
ENSG00000228863		
ENSG00000259304		
ENSG00000230923	LINC00309	150992
ENSG00000205363	INSYN1	388135
ENSG00000270354		
ENSG00000238012		
ENSG00000288635		
ENSG00000178997	EXD1	161829
ENSG00000273596		
ENSG00000238201		
ENSG00000273571		
ENSG00000276100		
ENSG00000264297	MIR4433B	102465833
ENSG00000283222	MIR4433A	100616265
ENSG00000274606		
ENSG00000236148	RPL23AP37	
ENSG00000228368		
ENSG00000251982	RN7SKP43	
ENSG00000213050	TPM3P1	
ENSG00000156011	PSD3	23362
ENSG00000228646	RPL31P13	
ENSG00000278004		
ENSG00000229112		
ENSG00000224414		
ENSG00000233332		
ENSG00000231035	RPL7L1P9	
ENSG00000275458	MIR6809	102465485
ENSG00000231984		
ENSG00000231672	DIRC3	
ENSG00000286213		
ENSG00000283923	MIR6132	102466616
ENSG00000226876	SMYD3-AS1	
ENSG00000226367	ST7-AS2	93654
ENSG00000277462	ZNF670	93474
ENSG00000288908		
ENSG00000068323	TFE3	7030
ENSG00000225591		
ENSG00000287829		
ENSG00000274344		
ENSG00000275054		
ENSG00000227532		
ENSG00000278526		
ENSG00000278482		
ENSG00000035687	ADSS2	159
ENSG00000230785		
ENSG00000213872	RPL32P11	
ENSG00000232408		
ENSG00000277668	Metazoa_SRP	
ENSG00000213871	TAF9BP1	
ENSG00000251757	RNU6-848P	
ENSG00000224042	MTND4P6	
ENSG00000214081	CYP4F30P	100132708
ENSG00000139438	FAM222A	84915
ENSG00000230605	MTCYBP6	
ENSG00000201354	Y_RNA	
ENSG00000151093	OXSM	54995
ENSG00000285904		
ENSG00000243708	PLA2G4B	100137049
ENSG00000240173	RN7SL771P	
ENSG00000282944		
ENSG00000133597	ADCK2	90956
ENSG00000240253	FAR2P3	
ENSG00000248332	TUB-AS1	101927917
ENSG00000255650	FAM222A-AS1	84983
ENSG00000279391		
ENSG00000240098	RN7SL351P	
ENSG00000223349	KLF2P3	
ENSG00000263510	MIR4497	100616454
ENSG00000256351		
ENSG00000182934	SRPRA	6734
ENSG00000173302	GPR148	344561
ENSG00000241413	RN7SL441P	
ENSG00000249094		
ENSG00000202034	RNU6-399P	
ENSG00000229797		
ENSG00000221949	LINC01465	
ENSG00000284469	MIR6721	102466190
ENSG00000094631	HDAC6	10013
ENSG00000257354	MIRLET7IHG	
ENSG00000232503	CYCSP8	
ENSG00000204308	RNF5	6048
ENSG00000284604		
ENSG00000227817	ARHGAP42P1	
ENSG00000199179	MIRLET7I	406891
ENSG00000213080		
ENSG00000241941	RPL32P26	
ENSG00000198723	TEX45	374877
ENSG00000284706		
ENSG00000180287	PLD5	200150
ENSG00000224425	SSBP3P2	
ENSG00000230891	LINC00692	285326
ENSG00000283303		
ENSG00000233285	MTCYBP10	
ENSG00000137871	ZNF280D	54816
ENSG00000227275	MTND6P10	
ENSG00000235080	MTND5P23	
ENSG00000159111	MRPL10	124995
ENSG00000111199	TRPV4	59341
ENSG00000221120	MIR1224	100187716
ENSG00000274805	MIR6768	102465460
ENSG00000259895	TEDC2-AS1	729652
ENSG00000231777	MTND4P21	
ENSG00000162068	NTN3	4917
ENSG00000284003		
ENSG00000283865	MTND3P18	
ENSG00000227661	MTCO3P18	
ENSG00000214160	ALG3	10195
ENSG00000090266	NDUFB2	4708
ENSG00000236590	MTATP6P4	
ENSG00000234480	MTCO2P18	
ENSG00000237910	MTCO1P18	
ENSG00000260293		
ENSG00000234939	MTND2P18	
ENSG00000260272		
ENSG00000234576	MTND1P26	
ENSG00000277264	MIR6833	102465500
ENSG00000273333		
ENSG00000185883	ATP6V0C	527
ENSG00000204304	PBX2	5089
ENSG00000226831	MED15P3	
ENSG00000276460		
ENSG00000223631	LINC01120	
ENSG00000284659		
ENSG00000214077	GNAQP1	
ENSG00000217950	NOC2LP2	
ENSG00000232742	RHOQP2	
ENSG00000141294	LRRC46	90506
ENSG00000273073		
ENSG00000267952		
ENSG00000173272	MZT2A	653784
ENSG00000198816	ZNF358	140467
ENSG00000226693	NXNP1	
ENSG00000259784		
ENSG00000234678	ELF3-AS1	
ENSG00000269371		
ENSG00000279520		
ENSG00000090674	MCOLN1	57192
ENSG00000231272		
ENSG00000205923	CEMP1	752014
ENSG00000223828	BANF1P4	
ENSG00000223581	LINC02665	105376386
ENSG00000270811		
ENSG00000235141	COX6CP17	
ENSG00000163431	LMOD1	25802
ENSG00000278982		
ENSG00000207453	RNU6-535P	
ENSG00000266232	MIR3178	100422974
ENSG00000222979	RN7SKP167	
ENSG00000213654	GPSM3	63940
ENSG00000140992	PDPK1	5170
ENSG00000066468	FGFR2	2263
ENSG00000141295	SCRN2	90507
ENSG00000075886	TUBA3D	113457
ENSG00000240889	NDUFB2-AS1	100134713
ENSG00000271932	RNU6-85P	
ENSG00000271611		
ENSG00000242703	CCT4P1	
ENSG00000230124	ACBD6	84320
ENSG00000230124	ACBD6	100527964
ENSG00000090263	MRPS33	51650
ENSG00000243607	RPL35AP26	
ENSG00000254905		
ENSG00000110063	DCPS	28960
ENSG00000204301	NOTCH4	4855
ENSG00000105865	DUS4L	11062
ENSG00000284149	MIR4784	100616378
ENSG00000226723		
ENSG00000136002	ARHGEF4	50649
ENSG00000272672		
ENSG00000284753	EEF1AKMT4	110599564
ENSG00000268614		
ENSG00000284917	EEF1AKMT4-ECE2	110599583
ENSG00000163625	WDFY3	23001
ENSG00000143473	KCNH1	3756
ENSG00000032444	PNPLA6	10908
ENSG00000286331		
ENSG00000164587	RPS14	6208
ENSG00000182481	KPNA2	3838
ENSG00000188343	CIBAR1	137392
ENSG00000110080	ST3GAL4	6484
ENSG00000270992		
ENSG00000158516	CPA2	1358
ENSG00000163888	CAMK2N2	94032
ENSG00000256358	RPL31P57	
ENSG00000237285	HNRNPA1P2	
ENSG00000261371	PECAM1	5175
ENSG00000223335	RNU6-603P	
ENSG00000079215	SLC1A3	6507
ENSG00000204287	HLA-DRA	3122
ENSG00000175166	PSMD2	5708
ENSG00000239823	Y_RNA	
ENSG00000265031		
ENSG00000271605	MILR1	284021
ENSG00000146112	PPP1R18	170954
ENSG00000146112	PPP1R18	107987457
ENSG00000128510	CPA4	51200
ENSG00000230449	RPL7P4	
ENSG00000224328	MDC1-AS1	106478956
ENSG00000196230	TUBB	203068
ENSG00000256525	POLG2	11232
ENSG00000250821	EXOC1L	644145
ENSG00000272540		
ENSG00000184140	OR4F6	390648
ENSG00000163331	DAPL1	92196
ENSG00000137312	FLOT1	10211
ENSG00000171564	FGB	2244
ENSG00000182854	OR4F15	390649
ENSG00000137875	BCL2L10	10017
ENSG00000261613		
ENSG00000091704	CPA1	1357
ENSG00000261288		
ENSG00000269937		
ENSG00000261140		
ENSG00000260436		
ENSG00000279568		
ENSG00000280402		
ENSG00000279162		
ENSG00000069869	NEDD4	4734
ENSG00000261093		
ENSG00000205918	PDPK2P	
ENSG00000279057		
ENSG00000260176		
ENSG00000162065	TBC1D24	57465
ENSG00000167904	TMEM68	137695
ENSG00000040933	INPP4A	3631
ENSG00000256826	ATP5MFP4	
ENSG00000284564	MIR3064	100616387
ENSG00000284368	MIR5047	100616408
ENSG00000108854	SMURF2	64750
ENSG00000259920		
ENSG00000272701	MESTIT1	317751
ENSG00000106484	MEST	4232
ENSG00000196159	FAT4	79633
ENSG00000228982		
ENSG00000235096		
ENSG00000237250		100130331
ENSG00000007341	ST7L	54879
ENSG00000206839	RNU6-746P	
ENSG00000250464	LRRC34P2	
ENSG00000251111	FCF1P8	
ENSG00000249700	SRD5A3-AS1	100506462
ENSG00000166783	MARF1	9665
ENSG00000226807	MROH5	389690
ENSG00000271779		
ENSG00000270714	MICOS10P2	
ENSG00000266820	KPNA2P3	
ENSG00000134851	TMEM165	55858
ENSG00000265298		
ENSG00000108654	DDX5	1655
ENSG00000048392	RRM2B	50484
ENSG00000094880	CDC23	8697
ENSG00000201988	Y_RNA	
ENSG00000137331	IER3	8870
ENSG00000228022	HCG20	105375013
ENSG00000263608	RN7SL353P	
ENSG00000137285	TUBB2B	347733
ENSG00000180822	PSMG4	389362
ENSG00000114867	EIF4G1	1981
ENSG00000239040	Y_RNA	
ENSG00000238585	Y_RNA	
ENSG00000068078	FGFR3	2261
ENSG00000146013	GFRA3	2676
ENSG00000137266	SLC22A23	63027
ENSG00000165219	GAPVD1	26130
ENSG00000139433	GLTP	51228
ENSG00000249851	RPS27AP18	
ENSG00000158402	CDC25C	995
ENSG00000153165	RGPD3	653489
ENSG00000197468	OR7E85BP	
ENSG00000249272	UNC93B8	
ENSG00000257769		
ENSG00000284184	MIR6506	102465252
ENSG00000283736	MIR484	619553
ENSG00000262380		
ENSG00000250804	OR7E111FP	
ENSG00000280206		
ENSG00000249347		
ENSG00000263335		
ENSG00000284636		
ENSG00000263065		
ENSG00000271057		
ENSG00000251313		
ENSG00000280429		
ENSG00000288075		
ENSG00000250342	SNRPCP16	
ENSG00000287972		
ENSG00000072864	NDE1	54820
ENSG00000249767	ENPP7P10	
ENSG00000255892	NDFIP1P1	
ENSG00000255960		
ENSG00000256138	ZKSCAN7P1	
ENSG00000139151	PLCZ1	89869
ENSG00000109654	TRIM2	23321
ENSG00000115841	RMDN2	151393
ENSG00000164754	RAD21	5885
ENSG00000272320		
ENSG00000137267	TUBB2A	7280
ENSG00000274443	C8orf89	100130301
ENSG00000181790	ADGRB1	575
ENSG00000270301		
ENSG00000219736		
ENSG00000287894		
ENSG00000259277		
ENSG00000259299		
ENSG00000286747		
ENSG00000252868		
ENSG00000111799	COL12A1	1303
ENSG00000185115	NSMCE3	56160
ENSG00000236069		
ENSG00000034053	APBA2	321
ENSG00000236244	SLC35F3-AS1	
ENSG00000272865		
ENSG00000104938	CLEC4M	10332
ENSG00000117222	RBBP5	5929
ENSG00000259840		
ENSG00000120709	FAM53C	51307
ENSG00000120709	FAM53C	100128966
ENSG00000103260	METRN	79006
ENSG00000255993	PSMC1P9	
ENSG00000255648		
ENSG00000177938	CAPZA3	93661
ENSG00000139144	PIK3C2G	5288
ENSG00000103254	ANTKMT	65990
ENSG00000138078	PREPL	9581
ENSG00000185359	HGS	9146
ENSG00000249971		
ENSG00000120733	KDM3B	51780
ENSG00000278215		
ENSG00000158571	PFKFB1	5207
ENSG00000257271	KIRREL3-AS1	
ENSG00000143324	XPR1	9213
ENSG00000133800	LYVE1	10894
ENSG00000011304	PTBP1	5725
ENSG00000103245	CIAO3	64428
ENSG00000206858	Y_RNA	
ENSG00000178209	PLEC	5339
ENSG00000156414	TDRD9	122402
ENSG00000198730	CTR9	9646
ENSG00000140263	SORD	6652
ENSG00000130950	NUTM2F	54754
ENSG00000288637		
ENSG00000121211	MND1	84057
ENSG00000147862	NFIB	4781
ENSG00000277269		
ENSG00000278055		
ENSG00000274500		
ENSG00000270823		
ENSG00000199043	MIR335	442904
ENSG00000270953		
ENSG00000276213	Metazoa_SRP	
ENSG00000178234	GALNT11	63917
ENSG00000229871	RPSAP20	
ENSG00000225222	CHCHD4P5	
ENSG00000248998	EFL1P2	
ENSG00000118193	KIF14	9928
ENSG00000249351		
ENSG00000285711	LINC02835	105377256
ENSG00000243199	RPL6P10	
ENSG00000248479		
ENSG00000110321	EIF4G2	1982
ENSG00000161714	PLCD3	113026
ENSG00000222765	RNU2-40P	
ENSG00000251527		
ENSG00000231841	FAM192BP	
ENSG00000249022		
ENSG00000259418		
ENSG00000243312	RPL6P13	
ENSG00000252171	Y_RNA	
ENSG00000259352		
ENSG00000083782	EPYC	1833
ENSG00000140279	DUOX2	50506
ENSG00000163633	C4orf36	132989
ENSG00000234116		
ENSG00000231940	RPS7P3	
ENSG00000198842	STYXL2	92235
ENSG00000233071	RPSAP59	
ENSG00000139329	LUM	4060
ENSG00000102409	BEX4	56271
ENSG00000286619		
ENSG00000271196		
ENSG00000120738	EGR1	1958
ENSG00000241458	RPL7P19	
ENSG00000102854	MSLN	10232
ENSG00000181513	ACBD4	79777
ENSG00000047644	WWC3	55841
ENSG00000197603	CPLANE1	65250
ENSG00000198756	COLGALT2	23127
ENSG00000250202		
ENSG00000011465	DCN	1634
ENSG00000285458		
ENSG00000099814	CEP170B	283638
ENSG00000251411		
ENSG00000284968		
ENSG00000235043	TECRP1	
ENSG00000145332	KLHL8	57563
ENSG00000229591		
ENSG00000213188	YBX1P4	
ENSG00000270405		
ENSG00000204894		
ENSG00000241007	SEPTIN7P6	
ENSG00000253088	Y_RNA	
ENSG00000241735	FABP5P3	220832
ENSG00000140274	DUOXA2	405753
ENSG00000020219	CCT8L1P	
ENSG00000261455	LINC01003	
ENSG00000231139		
ENSG00000225416		
ENSG00000160917	CPSF4	10898
ENSG00000259823	LYPD8	646627
ENSG00000271558		
ENSG00000227554		
ENSG00000178596	GAPDHP29	
ENSG00000137857	DUOX1	53905
ENSG00000187630	DHRS4L2	317749
ENSG00000135749	PCNX2	80003
ENSG00000232593	KANTR	102723508
ENSG00000268235	TCP11X1	100996631
ENSG00000215029	TCP11X2	100996648
ENSG00000003096	KLHL13	90293
ENSG00000186834	HEXIM1	10614
ENSG00000136448	NMT1	4836
ENSG00000218819	TDRD15	100129278
ENSG00000285914		
ENSG00000144199	FAHD2B	151313
ENSG00000253110		
ENSG00000185662	SMIM23	644994
ENSG00000228335		
ENSG00000241468	ATP5MF	9551
ENSG00000072803	FBXW11	23291
ENSG00000279136		
ENSG00000162006	MSLNL	
ENSG00000248196		
ENSG00000248180	GAPDHP60	
ENSG00000250572		
ENSG00000263981	MIR5705	100847027
ENSG00000170509	HSD17B13	345275
ENSG00000207579	MIR662	724032
ENSG00000258148		
ENSG00000257452		
ENSG00000258159	IMMP1LP2	
ENSG00000111775	COX6A1	1337
ENSG00000128656	CHN1	1123
ENSG00000111780		
ENSG00000198556	ZNF789	285989
ENSG00000170855	TRIAP1	51499
ENSG00000197536	IRF1-AS1	
ENSG00000225366	TDGF1P3	6998
ENSG00000266013	LINC02079	105371766
ENSG00000255723		
ENSG00000102145	GATA1	2623
ENSG00000266048		
ENSG00000257218	GATC	283459
ENSG00000263818	RDM1P5	100131347
ENSG00000198189	HSD17B11	51170
ENSG00000197912	SPG7	6687
ENSG00000161381	PLXDC1	57125
ENSG00000202533	Y_RNA	
ENSG00000113525	IL5	3567
ENSG00000238622	SNORD97	692223
ENSG00000219355	RPL31P52	
ENSG00000111786	SRSF9	8683
ENSG00000143786	CNIH3	149111
ENSG00000236287	ZBED5	58486
ENSG00000236189	RPL18AP15	
ENSG00000201420	RNA5SP512	
ENSG00000229487	ALG13-AS1	
ENSG00000160908	ZNF394	84124
ENSG00000204025	TRPC5OS	100329135
ENSG00000240966	RN7SL681P	
ENSG00000088986	DYNLL1	8655
ENSG00000207182	RNU1-44P	
ENSG00000251183	LINC01861	105378238
ENSG00000151615	POU4F2	5458
ENSG00000261382		
ENSG00000250041		
ENSG00000271421		
ENSG00000055147	FAM114A2	10827
ENSG00000254401	LINC02752	
ENSG00000248764		
ENSG00000237265		
ENSG00000248346		
ENSG00000221909	FAM200A	221786
ENSG00000254957		
ENSG00000260090		
ENSG00000279376		
ENSG00000270897		
ENSG00000223569	USP17L15	100288520
ENSG00000255288		
ENSG00000207171		
ENSG00000229226	BTF3L4P4	
ENSG00000249623	PALLD-AS1	
ENSG00000175390	EIF3F	8665
ENSG00000224584	UBE2V1P13	
ENSG00000198515	CNGA1	1259
ENSG00000197343	ZNF655	79027
ENSG00000054282	SDCCAG8	10806
ENSG00000147162	OGT	8473
ENSG00000185024	BRF1	2972
ENSG00000200998	Y_RNA	
ENSG00000251019	HIGD1AP13	
ENSG00000287632		
ENSG00000278344		
ENSG00000239793		
ENSG00000260278	BMP2K-DT	
ENSG00000110871	COQ5	84274
ENSG00000266270		
ENSG00000163291	PAQR3	152559
ENSG00000250493		101929227
ENSG00000254735	HMGB1P42	
ENSG00000285509	TBCEL-TECTA	
ENSG00000182255	KCNA4	3739
ENSG00000072133	RPS6KA6	27330
ENSG00000112697	TMEM30A	55754
ENSG00000183780	SLC35F3	148641
ENSG00000131808	FSHB	2488
ENSG00000229663	DPY19L4P1	
ENSG00000149743	TRPT1	83707
ENSG00000222601	Y_RNA	
ENSG00000241030	RPL29P24	
ENSG00000162702	ZNF281	23528
ENSG00000242175	RN7SL127P	
ENSG00000167272	POP5	51367
ENSG00000254233	LINC02365	
ENSG00000164306	PRIMPOL	201973
ENSG00000198121	LPAR1	1902
ENSG00000251508		
ENSG00000238272		
ENSG00000228530		
ENSG00000235060	VDAC1P4	
ENSG00000286443		
ENSG00000143194	MAEL	84944
ENSG00000141748	ARL5C	390790
ENSG00000142541	RPL13A	23521
ENSG00000259395		
ENSG00000259737		
ENSG00000242137	RPL11P5	
ENSG00000199394	RNU6-600P	
ENSG00000239617	RPL32P27	
ENSG00000272822		
ENSG00000280177		
ENSG00000266101		
ENSG00000139537	CCDC65	85478
ENSG00000270500	COX6CP4	
ENSG00000067191	CACNB1	782
ENSG00000261635		
ENSG00000261315	LARP4P	
ENSG00000260582	TPST2P1	
ENSG00000261191		
ENSG00000223518	CSNK1A1P1	
ENSG00000221494	MIR548I4	100302191
ENSG00000233484		
ENSG00000165124	SVEP1	79987
ENSG00000212511	U3	
ENSG00000277202	MIR8063	102466875
ENSG00000186073	CDIN1	84529
ENSG00000152256	PDK1	5163
ENSG00000147010	SH3KBP1	30011
ENSG00000134285	FKBP11	51303
ENSG00000203489	HMGB1P39	
ENSG00000237174		
ENSG00000272647		
ENSG00000244219	TMEM225B	100289187
ENSG00000238156		
ENSG00000221332	U3	
ENSG00000263533	MIR4463	100616389
ENSG00000217680	UBE2V1P15	
ENSG00000201291	RNU1-34P	
ENSG00000146197	SCUBE3	222663
ENSG00000151725	CENPU	79682
ENSG00000272374		
ENSG00000178202	POGLUT3	143888
ENSG00000197037	ZSCAN25	221785
ENSG00000037749	MFAP3	4238
ENSG00000065029	ZNF76	7629
ENSG00000196358	NTNG2	84628
ENSG00000249709	ZNF564	163050
ENSG00000169884	WNT10B	7480
ENSG00000224448		
ENSG00000171102	OBP2B	29989
ENSG00000269693		
ENSG00000106258	CYP3A5	1577
ENSG00000269560		
ENSG00000125347	IRF1	3659
ENSG00000230310	LINC02926	
ENSG00000213290	PGK1P2	
ENSG00000002330	BAD	572
ENSG00000188033	ZNF490	57474
ENSG00000030304	MUSK	4593
ENSG00000173875	ZNF791	163049
ENSG00000200303	RNU6-940P	
ENSG00000181418	DDN	23109
ENSG00000173153	ESRRA	2101
ENSG00000258283		
ENSG00000167550	RHEBL1	121268
ENSG00000229531	RABGAP1L-AS1	101928696
ENSG00000271329		
ENSG00000178464	RPL10P16	
ENSG00000269242		
ENSG00000151726	ACSL1	2180
ENSG00000104774	MAN2B1	4125
ENSG00000054267	ARID4B	51742
ENSG00000283798	MIR630	693215
ENSG00000260534		
ENSG00000278313		
ENSG00000260144		
ENSG00000259783	LINC02259	102723640
ENSG00000277672		
ENSG00000139549	DHH	50846
ENSG00000260672		
ENSG00000080293	SCTR	6344
ENSG00000259909		
ENSG00000274350	RN7SL853P	
ENSG00000257346		
ENSG00000175202	HIGD2B	123346
ENSG00000261281		
ENSG00000123416	TUBA1B	10376
ENSG00000140463	BBS4	585
ENSG00000217004		
ENSG00000112033	PPARD	5467
ENSG00000141750	STAC2	342667
ENSG00000085265	FCN1	2219
ENSG00000279733		
ENSG00000266581	MIR3166	100423040
ENSG00000249489	GAPDHP70	
ENSG00000255082	GRM5-AS1	100873989
ENSG00000244474	UGT1A4	54657
ENSG00000167123	CERCAM	51148
ENSG00000109861	CTSC	1075
ENSG00000282277	CYP3A51P	
ENSG00000160870	CYP3A7	1551
ENSG00000265460		
ENSG00000270993		
ENSG00000232724	TRIM80P	
ENSG00000200309	Y_RNA	
ENSG00000274017	Metazoa_SRP	
ENSG00000170190	SLC16A5	9121
ENSG00000134287	ARF3	377
ENSG00000087303	NID2	22795
ENSG00000273407		
ENSG00000261511	CYP3A137P	
ENSG00000260445		
ENSG00000260524	CYP3A52P	
ENSG00000176402	GJC3	349149
ENSG00000280144		
ENSG00000174469	CNTNAP2	26047
ENSG00000227154	MKRN6P	
ENSG00000198755	RPL10A	4736
ENSG00000138449	SLC40A1	30061
ENSG00000248493		
ENSG00000176087	SLC35A4	113829
ENSG00000283602		
ENSG00000276712	MIR7111	102465668
ENSG00000007866	TEAD3	7005
ENSG00000200275	RNA5SP199	
ENSG00000286690		
ENSG00000219410		
ENSG00000253370		
ENSG00000254163		
ENSG00000199468	RNU6-556P	
ENSG00000252186	RNU6-781P	
ENSG00000231989	PPP1R2B	153743
ENSG00000270068		
ENSG00000170624	SGCD	6444
ENSG00000206713	Y_RNA	
ENSG00000125449	ARMC7	79637
ENSG00000111652	COPS7A	50813
ENSG00000125458	NT5C	30833
ENSG00000184545	DUSP8	1850
ENSG00000269590		
ENSG00000123154	WDR83	84292
ENSG00000233930	KRTAP5-AS1	338651
ENSG00000136367	ZFHX2	85446
ENSG00000205869	KRTAP5-1	387264
ENSG00000205867	KRTAP5-2	440021
ENSG00000196224	KRTAP5-3	387266
ENSG00000115687	PASK	23178
ENSG00000106772	PRUNE2	158471
ENSG00000231487		
ENSG00000205866	FAM99A	387742
ENSG00000205865	FAM99B	100132464
ENSG00000227306	LINC02708	
ENSG00000205864	KRTAP5-6	440023
ENSG00000112041	TULP1	7287
ENSG00000086189	DIMT1	27292
ENSG00000244242	IFITM10	402778
ENSG00000092051	JPH4	84502
ENSG00000250644		
ENSG00000279035		
ENSG00000189159	JPT1	51155
ENSG00000260898	ADPGK-AS1	100287559
ENSG00000285729		
ENSG00000259259	NPM1P42	
ENSG00000235027		
ENSG00000159322	ADPGK	83440
ENSG00000274127		
ENSG00000229512		
ENSG00000274118	Y_RNA	
ENSG00000236795	CNTNAP2-AS1	101928700
ENSG00000287484		
ENSG00000230834		
ENSG00000226857	DUTP3	
